customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,paperless_billing,payment_method,num_support_calls,late_payments_last_year,avg_monthly_usage_gb,churn
CUST10686,68,Male,South,13,22.53,248.35,Month-to-month,No,,No internet service,No,Credit card,0,2,0.0,No
CUST10687,43,Female,North,16,,787.46,Month-to-month,DSL,No,Yes,Yes,Credit card,5,1,123.7,No
CUST10688,55,Male,North,56,92.7,4691.0,Two year,Fiber optic,Yes,No,Yes,Electronic check,2,0,317.5,No
CUST10689,46,Male,West,62,89.4,5294.85,One year,Fiber optic,No,No,Yes,Bank transfer,1,2,356.6,No
CUST10690,67,Male,South,26,26.1,752.74,Month-to-month,No,No internet service,No internet service,No,Electronic check,0,1,0.0,No
CUST10691,80,Male,North,35,62.03,2088.2,Month-to-month,DSL,No,No,Yes,Mailed check,1,1,191.6,Yes
CUST10692,68,Male,East,57,49.99,2716.75,One year,DSL,No,No,Yes,Electronic check,3,4,97.7,No
CUST10693,76,Female,East,13,94.28,,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,3,339.2,Yes
CUST10694,77,Female,North,15,55.75,946.54,Month-to-month,DSL,No,No,Yes,Electronic check,1,1,198.1,Yes
CUST10695,23,Male,South,56,84.87,4533.03,One year,Fiber optic,No,No,No,Bank transfer,2,3,304.3,No
CUST10696,33,Female,North,14,103.13,1417.43,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,0,314.3,Yes
CUST10697,63,Female,East,56,55.7,,Month-to-month,DSL,,No,Yes,Bank transfer,0,3,,Yes
CUST10698,55,Female,South,36,84.96,3059.07,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,2,328.1,Yes
CUST10699,21,Female,North,72,30.28,2195.02,Month-to-month,No,No internet service,No internet service,No,Credit card,0,0,0.0,No
CUST10700,23,Male,North,3,98.09,245.55,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,3,1,274.4,Yes
CUST10701,50,Female,East,69,100.74,6449.35,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,4,2,413.0,No
CUST10702,56,Female,North,17,59.19,1021.14,Month-to-month,DSL,No,No,Yes,Bank transfer,2,0,176.4,Yes
CUST10703,28,Female,West,3,43.02,170.75,One year,DSL,Yes,No,No,Credit card,3,4,113.0,No
CUST10704,28,Male,North,53,18.0,897.79,One year,No,No internet service,No internet service,No,Mailed check,3,2,0.0,No
CUST10705,26,Male,East,39,99.75,3903.63,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,0,0,325.2,Yes
CUST10706,53,Male,South,61,97.39,5929.07,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,2,0,349.4,Yes
CUST10707,18,Male,South,8,24.78,278.41,Month-to-month,No,No internet service,No internet service,No,Electronic check,2,1,0.0,Yes
CUST10708,54,Male,North,6,58.94,345.89,One year,DSL,No,No,Yes,Credit card,1,3,141.9,Yes
CUST10709,47,Male,West,41,106.27,4357.55,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,2,1,382.7,Yes
CUST10710,47,Female,West,64,77.14,4714.28,One year,DSL,Yes,Yes,Yes,Mailed check,3,2,242.7,No
CUST10711,60,Male,North,30,67.62,1837.93,Two year,DSL,Yes,No,Yes,Mailed check,1,1,154.2,No
CUST10712,50,Female,North,58,79.13,4419.03,One year,Fiber optic,Yes,No,Yes,Electronic check,0,1,445.1,Yes
CUST10713,63,Male,West,66,79.43,4868.07,Two year,Fiber optic,No,Yes,Yes,Mailed check,3,2,361.9,Yes
CUST10714,66,Female,East,63,18.0,,One year,No,No internet service,No internet service,No,Bank transfer,2,1,0.0,No
CUST10715,75,Male,North,37,63.34,2163.06,Two year,DSL,No,Yes,Yes,Electronic check,2,1,164.3,No
CUST10716,68,Female,North,51,104.09,4894.03,Two year,Fiber optic,Yes,,No,Electronic check,1,1,370.9,No
CUST10717,50,Male,East,38,98.9,3627.58,One year,Fiber optic,No,Yes,Yes,Credit card,2,1,176.3,Yes
CUST10718,49,Male,East,49,94.75,4177.42,Two year,Fiber optic,Yes,No,Yes,Credit card,0,1,212.1,No
CUST10719,32,Male,East,41,23.46,834.05,Two year,No,No internet service,No internet service,No,Mailed check,0,2,0.0,No
CUST10720,55,Female,West,38,82.36,3054.56,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,1,2,286.9,Yes
CUST10721,26,Male,South,32,73.75,2267.41,One year,Fiber optic,No,No,Yes,Electronic check,0,1,392.0,Yes
CUST10722,76,Female,South,48,61.37,2896.21,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,1,1,93.5,Yes
CUST10723,71,Female,South,55,42.22,2109.04,Two year,DSL,No,No,No,Mailed check,1,1,240.4,No
CUST10724,25,Male,South,67,42.56,2785.83,Month-to-month,No,No internet service,No internet service,Yes,Credit card,3,1,0.0,Yes
CUST10725,67,Male,North,45,74.98,3081.99,Two year,Fiber optic,Yes,No,Yes,Bank transfer,2,1,236.5,No
CUST10726,25,Male,North,8,86.03,598.88,One year,Fiber optic,Yes,No,Yes,Mailed check,2,1,410.5,No
CUST10727,63,Male,South,43,37.64,1530.72,Two year,DSL,No,Yes,Yes,Credit card,2,0,152.9,No
CUST10728,23,Male,East,23,84.97,1980.67,Month-to-month,Fiber optic,No,No,Yes,Mailed check,1,0,399.9,Yes
CUST10729,48,Male,North,2,81.98,165.66,One year,Fiber optic,No,No,Yes,Electronic check,0,1,364.0,No
CUST10730,59,Female,South,6,48.43,262.35,One year,DSL,No,No,Yes,Mailed check,0,2,108.9,No
CUST10731,63,Male,East,43,72.67,2762.75,Two year,Fiber optic,No,No,Yes,Electronic check,4,0,288.7,Yes
CUST10732,44,Male,East,69,87.02,5498.83,Two year,Fiber optic,No,Yes,No,Credit card,1,0,432.8,No
CUST10733,76,Female,West,37,81.56,2855.13,One year,Fiber optic,No,Yes,No,Mailed check,0,0,332.2,No
CUST10734,66,Female,West,33,56.63,1807.64,One year,DSL,Yes,No,Yes,Bank transfer,3,2,99.9,Yes
CUST10735,31,Male,East,7,107.57,787.07,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,1,0,518.2,Yes
CUST10736,60,Male,North,49,,2439.55,Two year,DSL,No,No,Yes,Credit card,3,1,196.3,No
CUST10737,64,Male,South,4,93.33,442.79,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,0,2,320.3,Yes
CUST10738,39,Female,East,61,77.36,4498.94,One year,Fiber optic,No,No,Yes,Mailed check,4,2,103.7,Yes
CUST10739,64,Female,South,59,85.16,4789.92,One year,Fiber optic,Yes,Yes,Yes,Electronic check,1,3,443.2,No
CUST10740,74,Male,North,72,57.77,4216.52,Month-to-month,DSL,,No,Yes,Credit card,1,3,30.9,Yes
CUST10741,69,Male,North,21,50.04,1059.98,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,2,1,0.0,No
CUST10742,66,Male,South,12,49.13,575.98,Month-to-month,DSL,No,No,Yes,Electronic check,0,0,244.3,Yes
CUST10743,57,Female,South,22,85.61,1834.31,Two year,Fiber optic,No,No,Yes,Credit card,1,1,205.9,No
CUST10744,35,Male,North,58,18.0,1075.78,Month-to-month,No,No internet service,No internet service,No,Electronic check,1,1,0.0,Yes
CUST10745,68,Male,West,16,65.45,1036.72,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,0,2,478.7,Yes
CUST10746,40,Male,West,64,80.1,4883.62,One year,Fiber optic,Yes,No,No,Mailed check,0,0,337.0,No
CUST10747,51,Male,North,12,111.81,1414.68,Month-to-month,Fiber optic,Yes,No,No,Electronic check,3,2,261.2,Yes
CUST10748,37,Female,West,4,87.95,335.04,Two year,Fiber optic,No,No,Yes,Mailed check,0,0,174.1,Yes
CUST10749,37,Male,North,16,104.41,1671.91,Month-to-month,Fiber optic,Yes,No,No,Electronic check,1,0,274.5,Yes
CUST10750,27,Male,West,55,78.52,4355.8,Month-to-month,Fiber optic,No,No,No,Electronic check,1,0,204.9,Yes
CUST10751,78,Female,West,44,39.43,1783.32,Month-to-month,DSL,Yes,Yes,No,Electronic check,1,0,143.1,No
CUST10752,27,Female,North,26,75.91,2003.9,Month-to-month,Fiber optic,No,Yes,No,Electronic check,1,1,274.7,Yes
CUST10753,23,Male,West,48,55.97,2735.18,Month-to-month,DSL,No,No,Yes,Credit card,1,0,134.4,No
CUST10754,76,Male,West,47,27.38,1260.21,One year,No,,No internet service,Yes,Bank transfer,2,2,0.0,No
CUST10755,52,Female,West,40,62.9,2546.52,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,1,2,64.9,Yes
CUST10756,45,Male,West,38,51.7,1924.36,Month-to-month,DSL,No,Yes,Yes,Mailed check,2,0,76.7,Yes
CUST10757,64,Female,East,8,34.4,374.77,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,1,3,0.0,Yes
CUST10758,42,Female,North,19,51.99,919.96,Month-to-month,DSL,No,Yes,Yes,Electronic check,0,2,107.5,Yes
CUST10759,26,Female,West,38,96.08,3375.97,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,2,1,346.2,No
CUST10760,63,Male,East,10,89.95,825.98,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,3,0,302.9,Yes
CUST10761,29,Female,East,35,54.31,1743.38,Two year,DSL,Yes,No,No,Mailed check,3,2,172.2,Yes
CUST10762,52,Female,South,9,43.19,357.29,Month-to-month,DSL,No,No,Yes,Credit card,5,1,91.6,Yes
CUST10763,77,Male,East,57,88.73,5065.08,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,2,1,352.1,Yes
CUST10764,76,Female,North,8,75.74,624.72,Month-to-month,DSL,No,Yes,Yes,Credit card,3,1,143.4,No
CUST10765,40,Female,East,7,68.12,424.24,Month-to-month,DSL,No,Yes,No,Electronic check,2,1,204.1,Yes
CUST10766,67,Female,North,46,62.2,2745.13,One year,DSL,No,No,No,Electronic check,1,2,124.8,Yes
CUST10767,56,Male,East,16,80.14,1358.89,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,2,0,353.5,Yes
CUST10768,48,Male,West,26,43.62,,Month-to-month,DSL,Yes,No,Yes,Credit card,1,1,157.0,Yes
CUST10769,26,Female,South,23,62.96,1343.18,One year,DSL,No,No,Yes,Credit card,2,2,222.1,No
CUST10770,41,Male,South,16,96.05,1522.67,One year,Fiber optic,No,Yes,No,Credit card,1,2,289.9,No
CUST10771,59,Female,South,55,94.37,4779.39,Two year,Fiber optic,Yes,Yes,No,Electronic check,2,0,332.3,Yes
CUST10772,80,Female,West,50,53.29,2459.65,Two year,DSL,No,Yes,Yes,Credit card,0,1,154.5,No
CUST10773,18,Female,East,18,37.36,701.81,One year,DSL,No,No,Yes,Mailed check,2,0,131.9,No
CUST10774,63,Male,South,50,33.67,1505.15,Two year,No,No internet service,No internet service,Yes,Credit card,2,1,0.0,No
CUST10775,71,Female,North,52,93.86,4656.93,One year,Fiber optic,No,No,Yes,Bank transfer,2,1,508.9,Yes
CUST10776,77,Male,North,39,86.21,3326.84,Month-to-month,Fiber optic,Yes,Yes,No,,2,1,440.0,Yes
CUST10777,44,Female,South,42,80.37,3221.37,One year,Fiber optic,Yes,No,No,Electronic check,2,1,387.3,No
CUST10778,25,Male,West,68,64.41,4453.55,Month-to-month,DSL,No,No,Yes,Credit card,2,2,122.5,No
CUST10779,35,Male,East,33,75.58,2300.81,One year,Fiber optic,No,No,Yes,Mailed check,1,2,283.4,No
CUST10780,71,Female,North,28,42.79,1036.59,Two year,No,No internet service,No internet service,Yes,Mailed check,0,1,0.0,Yes
CUST10781,73,Female,West,39,23.91,857.38,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,2,3,0.0,Yes
CUST10782,58,Female,South,61,48.13,2778.15,Two year,DSL,No,No,Yes,Mailed check,1,1,88.2,Yes
CUST10783,25,Male,West,52,63.45,3001.66,Two year,DSL,Yes,Yes,No,Credit card,4,1,144.4,No
CUST10784,25,Female,South,6,54.13,306.81,Month-to-month,DSL,Yes,No,No,Electronic check,1,0,166.5,Yes
CUST10785,48,Female,East,34,74.26,2436.04,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,1,2,102.1,Yes
CUST10786,55,Female,West,54,66.86,3307.17,Two year,DSL,Yes,No,No,Credit card,2,3,219.5,No
CUST10787,20,Female,South,17,97.88,1578.5,Two year,Fiber optic,No,Yes,No,Bank transfer,1,0,375.3,No
CUST10788,61,Male,East,72,58.85,4251.11,Month-to-month,DSL,No,Yes,Yes,Electronic check,0,0,176.4,Yes
CUST10789,52,Male,West,59,20.44,1200.03,Month-to-month,No,No internet service,No internet service,No,Electronic check,2,1,0.0,No
CUST10790,18,Female,North,61,56.91,3246.58,One year,DSL,No,Yes,Yes,Electronic check,2,3,149.4,No
CUST10791,24,Female,North,6,52.74,298.4,Month-to-month,DSL,No,Yes,No,Electronic check,3,2,175.6,Yes
CUST10792,46,Male,East,42,39.67,1674.22,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,2,0,0.0,No
CUST10793,63,Male,South,39,92.02,3534.23,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,0,342.6,Yes
CUST10794,70,Female,North,46,81.08,3765.7,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,1,2,336.5,Yes
CUST10795,45,Female,South,62,77.74,4675.76,One year,Fiber optic,No,Yes,Yes,Credit card,6,0,294.5,No
CUST10796,36,Male,East,26,72.41,1778.28,One year,DSL,No,Yes,Yes,Credit card,1,1,223.0,No
CUST10797,79,Female,South,39,58.37,2225.29,One year,DSL,No,Yes,No,Mailed check,1,0,218.4,No
CUST10798,46,Female,South,49,85.7,4025.29,One year,Fiber optic,No,Yes,Yes,Electronic check,0,0,331.6,Yes
CUST10799,37,Male,West,55,102.5,5700.59,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,1,4,382.7,Yes
CUST10800,45,Male,East,56,76.9,4418.28,Month-to-month,Fiber optic,No,No,No,Bank transfer,1,1,254.8,No
CUST10801,18,Female,West,25,54.81,1310.1,Month-to-month,DSL,Yes,No,Yes,Mailed check,1,1,20.4,Yes
CUST10802,37,Male,South,72,79.69,5780.0,Month-to-month,Fiber optic,No,No,Yes,Electronic check,2,0,293.9,Yes
CUST10803,50,Male,West,1,68.83,140.6,Month-to-month,Fiber optic,No,No,Yes,Electronic check,0,0,244.7,Yes
CUST10804,75,Male,East,36,66.16,2328.37,Month-to-month,DSL,Yes,Yes,Yes,,1,0,169.9,Yes
CUST10805,64,Female,North,44,44.38,,Month-to-month,DSL,No,No,Yes,Bank transfer,2,0,182.7,Yes
CUST10806,67,Male,West,5,81.29,374.2,Month-to-month,Fiber optic,No,Yes,No,Electronic check,2,1,277.4,Yes
CUST10807,52,Male,South,33,74.96,2367.43,One year,Fiber optic,,No,Yes,Credit card,0,2,489.4,Yes
CUST10808,24,Male,North,43,81.13,3329.45,One year,Fiber optic,No,Yes,Yes,Bank transfer,0,2,219.2,No
CUST10809,42,Female,North,44,73.61,2968.83,Two year,Fiber optic,No,No,Yes,Bank transfer,1,0,317.3,No
CUST10810,80,Female,East,9,89.47,819.11,One year,Fiber optic,No,Yes,No,Electronic check,2,1,390.1,Yes
CUST10811,20,Male,North,20,50.44,864.18,One year,DSL,No,No,Yes,Bank transfer,1,1,133.5,No
CUST10812,73,Male,South,18,93.48,1629.08,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,1,3,407.9,Yes
CUST10813,61,Male,North,47,75.54,3445.21,One year,DSL,No,No,Yes,Electronic check,2,0,196.1,No
CUST10814,35,Female,South,24,91.44,2224.96,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,1,2,481.9,Yes
CUST10815,67,Female,South,42,63.05,2589.88,Month-to-month,DSL,No,Yes,Yes,Bank transfer,4,0,119.1,Yes
CUST10816,70,Male,East,53,64.19,3432.85,Month-to-month,DSL,No,Yes,Yes,Credit card,0,2,146.0,No
CUST10817,20,Male,South,58,92.37,5430.44,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,5,1,324.6,Yes
CUST10818,24,Female,North,14,84.74,1183.66,Month-to-month,Fiber optic,No,No,No,Credit card,0,0,380.5,No
CUST10819,59,Female,East,66,87.21,5470.19,One year,Fiber optic,No,,Yes,Mailed check,3,2,395.6,No
CUST10820,80,Male,South,12,95.03,1097.25,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,2,1,417.0,Yes
CUST10821,19,Male,East,2,19.13,131.5,One year,No,No internet service,No internet service,Yes,Electronic check,2,0,0.0,No
CUST10822,59,Female,North,4,20.06,,One year,No,No internet service,No internet service,Yes,Electronic check,0,1,0.0,No
CUST10823,26,Female,North,15,25.17,379.71,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,3,0,0.0,Yes
CUST10824,58,Female,South,63,68.28,4361.6,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,0,1,,No
CUST10825,57,Male,South,15,107.96,1560.97,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,4,2,295.0,No
CUST10826,23,Male,South,50,108.61,5334.4,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,1,1,232.5,Yes
CUST10827,60,Female,West,31,89.7,2805.09,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,4,0,431.4,Yes
CUST10828,74,Female,South,3,58.65,122.12,Month-to-month,DSL,No,No,Yes,Electronic check,0,1,92.5,Yes
CUST10829,72,Female,East,32,92.81,2662.44,Two year,Fiber optic,No,No,Yes,Bank transfer,2,3,275.5,Yes
CUST10830,19,Male,East,3,44.75,33.85,One year,DSL,Yes,No,Yes,Credit card,1,0,110.0,No
CUST10831,33,Female,North,35,66.28,2385.27,Month-to-month,DSL,No,Yes,No,Credit card,2,2,184.7,Yes
CUST10832,33,Male,East,41,20.74,770.42,One year,No,No internet service,No internet service,Yes,Bank transfer,3,1,0.0,No
CUST10833,46,Male,South,38,74.91,2864.91,Month-to-month,DSL,No,No,No,,0,0,137.5,Yes
CUST10834,27,Female,South,21,80.12,1714.36,Month-to-month,Fiber optic,No,No,Yes,Electronic check,5,2,235.7,Yes
CUST10835,71,Female,North,56,96.08,5389.38,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,2,2,275.1,Yes
CUST10836,66,Female,West,43,56.22,2433.77,Month-to-month,DSL,Yes,No,Yes,Mailed check,0,0,240.2,Yes
CUST10837,68,Female,West,19,46.97,877.69,One year,No,No internet service,No internet service,Yes,Electronic check,3,3,0.0,Yes
CUST10838,30,Male,North,32,52.88,1699.76,Month-to-month,DSL,Yes,No,No,Mailed check,1,3,123.4,Yes
CUST10839,18,Female,East,8,36.65,239.66,One year,No,No internet service,No internet service,No,Electronic check,2,0,0.0,Yes
CUST10840,75,Male,West,67,88.27,5867.38,Month-to-month,Fiber optic,No,No,Yes,Credit card,3,1,360.9,Yes
CUST10841,36,Male,South,55,62.04,3269.94,One year,DSL,Yes,No,No,Credit card,3,0,145.5,No
CUST10842,59,Female,West,21,60.29,,One year,DSL,Yes,No,Yes,Credit card,1,1,202.4,No
CUST10843,75,Female,East,49,51.33,2438.18,One year,DSL,Yes,No,Yes,Bank transfer,2,3,77.5,No
CUST10844,20,Female,West,49,56.14,2701.42,One year,Fiber optic,No,No,No,Electronic check,3,3,264.3,No
CUST10845,18,Male,West,44,67.74,2761.03,Two year,DSL,No,Yes,Yes,Electronic check,1,0,100.5,No
CUST10846,18,Female,North,4,20.11,35.84,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,1,1,0.0,Yes
CUST10847,27,Male,South,64,68.7,4100.96,One year,DSL,No,,No,Bank transfer,0,1,247.8,Yes
CUST10848,21,Female,East,69,28.52,1846.87,One year,No,No internet service,No internet service,No,Mailed check,0,0,0.0,No
CUST10849,69,Female,North,71,70.0,4896.05,Month-to-month,DSL,Yes,No,Yes,Mailed check,1,2,226.0,Yes
CUST10850,56,Female,South,71,33.02,2304.25,Month-to-month,No,No internet service,No internet service,Yes,Mailed check,1,3,0.0,No
CUST10851,79,Male,West,67,27.35,1845.78,Month-to-month,DSL,No,No,No,Electronic check,2,1,123.0,Yes
CUST10852,68,Male,North,54,,5358.74,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,3,1,270.8,Yes
CUST10853,78,Male,South,5,89.56,550.0,Month-to-month,Fiber optic,Yes,,Yes,Mailed check,2,2,371.6,Yes
CUST10854,33,Female,West,34,63.65,2190.67,Month-to-month,DSL,,No,Yes,Bank transfer,0,2,117.6,Yes
CUST10855,36,Female,South,18,93.91,1727.77,One year,Fiber optic,Yes,No,No,Credit card,0,0,306.6,No
CUST10856,71,Male,South,16,58.03,967.81,Month-to-month,DSL,No,No,No,Mailed check,2,1,167.0,Yes
CUST10857,33,Female,West,60,85.28,4767.17,Two year,Fiber optic,Yes,No,No,Bank transfer,2,2,213.3,No
CUST10858,21,Female,South,59,78.87,4633.59,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,0,0,366.5,No
CUST10859,60,Male,North,38,77.67,2774.3,One year,Fiber optic,No,No,Yes,Electronic check,2,2,469.6,Yes
CUST10860,68,Male,North,54,39.0,2081.31,Month-to-month,DSL,No,Yes,Yes,Bank transfer,1,0,145.4,Yes
CUST10861,78,Female,West,10,51.1,510.35,Month-to-month,DSL,No,Yes,No,Mailed check,1,3,44.6,Yes
CUST10862,76,Female,South,16,43.36,659.21,Month-to-month,DSL,Yes,No,Yes,Bank transfer,1,3,125.6,Yes
CUST10863,25,Male,South,62,37.62,2184.08,One year,DSL,No,No,Yes,Electronic check,3,2,93.9,Yes
CUST10864,66,Female,North,33,53.16,1777.21,Month-to-month,DSL,No,No,No,Credit card,2,0,,No
CUST10865,71,Female,South,40,30.34,1061.22,Two year,No,No internet service,No internet service,Yes,Credit card,0,1,0.0,No
CUST10866,61,Female,West,34,92.68,3066.78,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,4,2,395.9,No
CUST10867,69,Female,South,15,77.01,1047.23,One year,Fiber optic,No,No,Yes,Electronic check,1,0,370.6,Yes
CUST10868,70,Female,West,60,78.53,4698.91,Month-to-month,Fiber optic,Yes,No,No,Electronic check,1,0,584.3,Yes
CUST10869,46,Male,South,55,54.83,2840.52,One year,DSL,Yes,,Yes,Credit card,1,2,104.9,No
CUST10870,20,Male,South,50,,3676.46,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,0,1,378.6,No
CUST10871,46,Male,West,26,62.37,1654.64,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,2,0,,Yes
CUST10872,30,Female,South,47,71.78,3405.25,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,2,2,250.0,Yes
CUST10873,25,Male,South,69,89.01,6105.34,Month-to-month,Fiber optic,No,No,Yes,Mailed check,0,2,257.7,Yes
CUST10874,25,Male,West,47,82.33,3797.79,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,0,1,278.8,Yes
CUST10875,61,Female,South,36,28.76,920.87,Two year,No,No internet service,No internet service,Yes,Mailed check,0,1,0.0,No
CUST10876,49,Male,East,20,71.87,1473.46,Month-to-month,DSL,Yes,Yes,No,Mailed check,2,1,235.9,No
CUST10877,52,Male,West,38,90.28,3479.55,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,2,2,312.6,Yes
CUST10878,64,Male,North,27,64.99,1633.76,Two year,DSL,No,Yes,No,Electronic check,1,1,227.9,No
CUST10879,52,Male,South,45,72.33,3320.93,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,0,1,362.2,Yes
CUST10880,57,Male,North,4,83.07,427.39,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,1,2,206.6,Yes
CUST10881,23,Female,South,14,63.03,820.55,One year,DSL,No,No,No,Mailed check,4,1,58.5,No
CUST10882,71,Male,North,57,87.09,4648.76,Two year,Fiber optic,No,No,Yes,Credit card,2,1,319.0,No
CUST10883,46,Male,East,28,106.48,2847.85,One year,Fiber optic,Yes,No,Yes,Bank transfer,2,2,445.5,No
CUST10884,27,Female,North,32,75.04,2457.37,Month-to-month,DSL,Yes,No,Yes,Bank transfer,1,2,120.5,No
CUST10885,69,Male,East,40,28.0,1069.37,Two year,No,No internet service,No internet service,No,Electronic check,0,0,0.0,Yes
CUST10886,64,Female,South,32,85.48,2626.62,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,1,0,391.1,Yes
CUST10887,21,Female,South,55,77.42,3864.31,Two year,Fiber optic,No,Yes,Yes,Electronic check,3,2,383.2,Yes
CUST10888,30,Female,South,18,,1294.72,Two year,Fiber optic,No,Yes,No,Electronic check,0,0,207.1,No
CUST10889,18,Male,East,55,20.92,960.54,Two year,No,No internet service,No internet service,Yes,Electronic check,0,2,0.0,No
CUST10890,35,Male,South,16,57.07,961.48,Month-to-month,DSL,Yes,Yes,No,Electronic check,5,0,146.8,Yes
CUST10891,24,Female,South,27,83.82,2376.92,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,2,0,336.9,Yes
CUST10892,62,Male,West,43,91.02,3743.13,One year,Fiber optic,No,Yes,No,Credit card,0,0,270.6,No
CUST10893,50,Female,East,64,109.97,7085.06,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,2,1,314.0,Yes
CUST10894,79,Male,North,17,91.33,1634.26,Month-to-month,Fiber optic,No,No,No,Electronic check,1,0,291.5,Yes
CUST10895,65,Male,West,43,21.78,873.08,Two year,No,No internet service,No internet service,Yes,,2,1,,No
CUST10896,56,Female,South,5,98.14,469.68,One year,Fiber optic,Yes,No,No,Bank transfer,0,1,,Yes
CUST10897,50,Female,North,6,85.47,499.31,Month-to-month,Fiber optic,No,No,No,Electronic check,1,0,487.2,Yes
CUST10898,21,Female,South,56,81.59,4598.61,Month-to-month,Fiber optic,No,No,No,Mailed check,1,0,465.6,Yes
CUST10899,22,Female,North,52,23.97,1294.55,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,1,3,0.0,No
CUST10900,56,Male,North,28,23.0,669.4,Month-to-month,No,No internet service,No internet service,No,Electronic check,2,3,0.0,Yes
CUST10901,18,Female,East,45,94.51,4276.46,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,1,4,293.1,Yes
CUST10902,20,Female,North,28,53.4,1372.77,Two year,DSL,No,No,Yes,Bank transfer,5,1,216.1,Yes
CUST10903,31,Male,West,20,44.72,771.01,One year,DSL,No,No,Yes,Electronic check,2,0,75.6,Yes
CUST10904,73,Male,West,32,79.23,2584.73,Month-to-month,Fiber optic,No,,Yes,Mailed check,4,1,217.9,Yes
CUST10905,46,Female,East,23,28.06,574.73,Month-to-month,No,No internet service,No internet service,No,Mailed check,1,1,0.0,No
CUST10906,62,Male,East,59,97.29,5544.57,One year,Fiber optic,Yes,Yes,Yes,Bank transfer,2,0,371.8,No
CUST10907,43,Female,East,30,59.87,1693.98,Two year,DSL,,Yes,No,Credit card,1,0,136.5,No
CUST10908,28,Male,West,24,40.68,835.49,Two year,DSL,No,No,No,Credit card,3,1,200.9,No
CUST10909,41,Male,South,39,99.51,3847.46,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,1,1,264.0,Yes
CUST10910,23,Male,North,55,35.39,1907.42,Two year,No,No internet service,No internet service,No,Bank transfer,2,3,0.0,No
CUST10911,66,Male,East,20,38.13,758.23,Month-to-month,DSL,Yes,No,Yes,Bank transfer,5,0,129.2,Yes
CUST10912,29,Female,East,68,95.4,6420.09,Month-to-month,Fiber optic,No,No,No,Bank transfer,1,2,455.9,Yes
CUST10913,41,Female,North,34,84.91,2700.03,Two year,Fiber optic,No,Yes,No,Electronic check,2,2,288.8,Yes
CUST10914,79,Female,East,48,26.9,1248.7,Month-to-month,No,No internet service,No internet service,Yes,Bank transfer,3,1,0.0,No
